Strategy,Return %,Buy & Hold %,Max DD %,Sharpe,Sortino,Expo %,EV %,Trades,Data,Time
BehavioralContinuation,54.05,"29,373",-12.94,0.344,0.616,10.59,0.379,91,BTC-1d-1000wks,01-10-1931 12:24
BehavioralContinuation,3.61,292.69,-6.03,0.235,0.403,2.98,1.511,12,SOL-1d-1000wks,01-10-1931 12:20
BehavioralContinuation,7.66,"13,579",-5.81,0.172,0.252,3.92,0.302,47,ETH-1d-1000wks,01-10-1931 12:20
BehavioralContinuation,12.82,547.15,-8.45,0.347,0.734,4.51,0.371,142,ETH-6h-400wks,01-10-1931 12:20
BehavioralContinuation,6.71,957.6,-14.81,0.15,0.245,4.96,-0.004,483,ETH-1h-250wks,01-10-1931 12:20
BehavioralContinuation,10.76,257.48,-11.57,0.367,0.78,0.76,0.101,187,ETH-15m-150wks,01-10-1931 12:20
BifurcatedStrength,2.44,106.06,-2.9,0.434,0.747,4.22,0.47,7,GOOG-hourly,11-08-2025 09:14
BifurcatedStrength,3.35,48.21,-2.82,0.402,0.664,0.23,0.601,7,AAPL-15m-3Y,11-08-2025 09:14
BifurcatedStrength,5.96,426.02,-2.44,0.547,1.054,1.9,2.131,12,SOL-6h-400wks,11-08-2025 09:14
BifurcatedStrength,4.66,730.52,-0.77,0.838,4.552,0.01,1.65,3,SOL-15m-100wks,11-08-2025 09:14
BifurcatedStrength,8.92,547.15,-1.79,0.631,1.443,0.65,3.001,10,ETH-6h-400wks,11-08-2025 09:14
BifurcatedStrength,22.37,957.6,-5.82,0.759,1.475,2.13,0.431,81,ETH-1h-250wks,11-08-2025 09:14
BifurcatedStrength,4.95,257.48,-3.24,0.439,0.876,0.14,0.371,22,ETH-15m-150wks,11-08-2025 09:14
BifurcatedStrength,6.19,"29,373",-4.09,0.39,0.716,1.04,2.252,10,BTC-1d-1000wks,11-08-2025 09:14
BifurcatedStrength,12.86,"33,600",-7.33,0.337,0.603,1.29,0.446,24,BTC-6h-1000wks,11-08-2025 09:14
BifurcatedStrength,12.86,"36,242",-7.33,0.34,0.609,1.31,0.446,24,BTC-6h-500wks,11-08-2025 09:14
BifurcatedStrength,"3,067","36,115",-10.86,0,19.297,0.27,"91,103",43,BTC-1h-500wks,11-08-2025 09:14
BifurcatedStrength,1.54,127.77,-1.01,0.872,5.932,0.09,0.75,2,BTC-USD-15m.csv,11-08-2025 09:14
BullishSqueeze,1.04,292.69,-0.94,0.246,0.422,0.43,4.23,1,SOL-1d-1000wks,01-10-2028 10:10
BullishSqueeze,24.63,547.15,-3.48,0.785,1.795,1.54,2.391,34,ETH-6h-400wks,01-10-2028 10:10
BullishSqueeze,2.06,249.6,0,0.711,-,0.29,9.487,1,BTC-1d-100wks,01-10-2028 10:10
BullishSqueeze,7.87,"29,373",-4.75,0.375,0.62,1.07,2.407,9,BTC-1d-1000wks,01-10-2028 10:10
BullishSqueeze,1.49,73.38,-1.78,0.42,0.716,2.45,0.146,17,TSLA-hourly,01-10-2028 10:05
BullishSqueeze,5,-40.88,-1.24,1.063,2.812,2.82,0.536,15,NVDA-hourly,01-10-2028 10:05
BullishSqueeze,1.52,48.21,-2.05,0.301,0.566,0.26,0.063,16,AAPL-15m-3Y,01-10-2028 10:05
BullishSqueeze,2.61,292.69,-1.94,0.324,0.553,1.77,3.708,4,SOL-1d-1000wks,01-10-2028 10:05
BullishSqueeze,4.09,426.02,-2.27,0.57,1.103,1.37,1.171,23,SOL-6h-400wks,01-10-2028 10:05
BullishSqueeze,6.73,"13,579",-4.97,0.261,0.424,3.03,3.282,14,ETH-1d-1000wks,01-10-2028 10:05
BullishSqueeze,13.18,547.15,-3.25,0.786,1.376,3.14,1.498,43,ETH-6h-400wks,01-10-2028 10:05
BullishSqueeze,5.8,257.48,-5.46,0.468,0.75,0.5,0.089,69,ETH-15m-150wks,01-10-2028 10:05
BullishSqueeze,11.69,"29,373",-3.06,0.406,0.943,2.62,2.546,17,BTC-1d-1000wks,01-10-2028 10:05
BullishSqueeze,6.19,"33,600",-14.21,0.094,0.164,2.55,-0.14,60,BTC-6h-1000wks,01-10-2028 10:05
BullishSqueeze,6.01,"36,242",-14.21,0.093,0.161,2.59,-0.146,59,BTC-6h-500wks,01-10-2028 10:05
BullishSqueeze,832.01,"36,115",-28.72,0.003,6.095,0.8,"16,055",122,BTC-1h-500wks,01-10-2028 10:05
BullishSqueeze,1.43,490.65,-3.43,0.176,0.257,0.23,0.027,31,BTC-15m-150wks,01-10-2028 10:05
BullishSqueeze,11.06,73.38,-7.79,0.775,1.365,14.3,0.876,56,TSLA-hourly,01-10-2028 10:04
BullishSqueeze,7.4,106.06,-3.84,0.518,0.775,15,0.27,57,GOOG-hourly,01-10-2028 10:04
BullishSqueeze,6.4,426.02,-14.75,0.234,0.368,13.63,0.051,116,SOL-6h-400wks,01-10-2028 10:04
BullishSqueeze,11.07,410.61,-16.8,0.201,0.319,13.07,0.021,576,SOL-1h-250wks,01-10-2028 10:04
BullishSqueeze,28.02,730.52,-24.14,0.629,1.144,10,0.073,830,SOL-15m-100wks,01-10-2028 10:04
BullishSqueeze,14.56,"13,579",-9.62,0.293,0.438,14.83,1.78,93,ETH-1d-1000wks,01-10-2028 10:04
BullishSqueeze,3.4,257.48,-21.27,0.125,0.191,4.81,0.005,405,ETH-15m-150wks,01-10-2028 10:04
BullishSqueeze,104.28,"33,600",-12.49,0.67,1.222,16.03,0.778,365,BTC-6h-1000wks,01-10-2028 10:04
BullishSqueeze,97.49,"36,242",-12.53,0.647,1.173,16.13,0.805,360,BTC-6h-500wks,01-10-2028 10:04
BullishSqueeze,2.9,145.36,-5.38,0.442,0.672,1.33,0.011,147,BTC-5m-70wks,01-10-2028 10:04
BullishSqueeze,"10,000%+","36,115",-43.64,0,5.802,12.03,"32,959",1248,BTC-1h-500wks,01-10-2028 10:04
CalibratedStrength,4.89,-40.88,-1.57,1,-,0.35,7.878,1,NVDA-hourly,11-08-2025 09:08
CalibratedStrength,3,730.52,-3.21,0.42,0.995,0.11,0.318,14,SOL-15m-100wks,11-08-2025 09:08
CalibratedStrength,5.85,257.48,-1.11,0.739,3.914,0.11,0.528,11,ETH-15m-150wks,11-08-2025 09:08
CalibratedStrength,1.05,"33,600",-1.38,0.149,0.397,0.09,1.334,1,BTC-6h-1000wks,11-08-2025 09:08
CalibratedStrength,1.05,"36,242",-1.38,0.15,0.4,0.09,1.334,1,BTC-6h-500wks,11-08-2025 09:08
CalibratedStrength,1.3,145.36,-1.07,0.852,-,0.01,1.363,1,BTC-5m-70wks,11-08-2025 09:08
CalibratedStrength,5.35,490.65,-1.47,0.705,2.375,0.21,0.468,14,BTC-15m-150wks,11-08-2025 09:08
CalibratedStrength,25.53,957.6,-9.3,0.633,1.396,2,0.169,134,ETH-1h-250wks,11-08-2025 09:07
CalibratedStrength,2.84,257.48,-8.75,0.137,0.238,0.99,0.046,158,ETH-15m-150wks,11-08-2025 09:07
CalibratedStrength,2.49,"29,373",-1.14,0.279,0.579,0.17,3.423,1,BTC-1d-1000wks,11-08-2025 09:07
CalibratedStrength,8.95,145.36,-1.2,1.852,11.77,0.08,0.619,21,BTC-5m-70wks,11-08-2025 09:07
CascadeWeighting,6.58,73.38,-3.06,0.41,1.379,1.28,0.616,10,TSLA-hourly,11-05-2025 08:42
CascadeWeighting,2.08,-40.88,-4.18,0.298,0.486,2.18,0.385,8,NVDA-hourly,11-05-2025 08:42
CascadeWeighting,2.36,"1,421",-1.49,0.25,0.99,0.07,1.742,3,AAPL-15m-12Y,11-05-2025 08:42
CascadeWeighting,3.12,730.52,-1.14,0.704,-,0.01,3.995,1,SOL-15m-100wks,11-05-2025 08:42
CascadeWeighting,1.62,"13,579",-4.32,0.084,0.141,0.37,1.077,5,ETH-1d-1000wks,11-05-2025 08:42
CascadeWeighting,2.28,547.15,-6.64,0.124,0.224,0.99,1.087,14,ETH-6h-400wks,11-05-2025 08:42
CascadeWeighting,6.78,"33,600",-5.8,0.19,0.321,0.4,0.914,15,BTC-6h-1000wks,11-05-2025 08:42
CascadeWeighting,6.78,"36,242",-5.8,0.192,0.324,0.41,0.914,15,BTC-6h-500wks,11-05-2025 08:42
CascadeWeighting,1.85,"36,115",-5.73,0.09,0.161,0.09,0.154,11,BTC-1h-500wks,11-05-2025 08:42
CascadeWeighting,20.98,73.38,-10.24,0.622,1.182,31.65,0.098,207,TSLA-hourly,11-05-2025 08:41
CascadeWeighting,38.01,-40.88,-13.78,1.165,2.483,28.28,0.316,170,NVDA-hourly,11-05-2025 08:41
CascadeWeighting,72.68,292.69,-4.09,1.534,3.891,14.12,4.622,75,SOL-1d-1000wks,11-05-2025 08:41
CascadeWeighting,30.79,426.02,-12.31,0.514,0.883,31.57,0.101,364,SOL-6h-400wks,11-05-2025 08:41
CascadeWeighting,35.62,410.61,-34.85,0.275,0.466,25.26,0.013,1861,SOL-1h-250wks,11-05-2025 08:41
CascadeWeighting,23.56,730.52,-10.41,0.698,3.596,0.29,0.649,49,SOL-15m-100wks,11-05-2025 08:41
CascadeWeighting,141.82,"13,579",-10.96,0.925,2.131,15.69,2.725,180,ETH-1d-1000wks,11-05-2025 08:41
CascadeWeighting,63.05,547.15,-9.85,0.587,1.103,30.85,0.183,650,ETH-6h-400wks,11-05-2025 08:41
CascadeWeighting,8.56,257.48,-12.34,0.327,0.519,0.71,0.107,129,ETH-15m-150wks,11-05-2025 08:41
CascadeWeighting,6.57,249.6,-3.85,0.554,0.899,24.86,0.332,36,BTC-1d-100wks,11-05-2025 08:41
CascadeWeighting,177.99,"29,373",-7.23,0.833,2.924,14.6,2.126,168,BTC-1d-1000wks,11-05-2025 08:41
CascadeWeighting,481.64,"33,600",-7.97,1.178,3.951,17.87,0.637,813,BTC-6h-1000wks,11-05-2025 08:41
CascadeWeighting,481.59,"36,242",-7.96,1.19,4.002,18.19,0.639,811,BTC-6h-500wks,11-05-2025 08:41
CascadeWeighting,"10,000%+","36,115",-8.67,0,29.511,15.6,"2,102",4659,BTC-1h-500wks,11-05-2025 08:41
CascadeWeighting,2.79,490.65,-10,0.188,0.378,0.19,0.369,24,BTC-15m-150wks,11-05-2025 08:41
CatalystGap,41.1,73.38,-7.82,1.209,2.86,22.28,1.017,71,TSLA-hourly,11-05-2025 09:37
CatalystGap,46.01,-40.88,-8.14,1.564,3.204,27.72,0.956,82,NVDA-hourly,11-05-2025 09:37
CatalystGap,23.09,48.21,-8.52,0.662,1.032,63.94,0.403,111,AAPL-15m-3Y,11-05-2025 09:37
CatalystGap,189.66,"1,421",-15.62,0.826,1.359,70.09,0.524,431,AAPL-15m-12Y,11-05-2025 09:37
CatalystGap,103.28,292.69,-6.88,1.631,4.971,4.9,4.283,35,SOL-1d-1000wks,11-05-2025 09:37
CatalystGap,34.15,426.02,-10.18,0.747,1.421,5.95,0.48,130,SOL-6h-400wks,11-05-2025 09:37
CatalystGap,18.18,730.52,-23.05,0.302,0.534,40.79,0.116,412,SOL-15m-100wks,11-05-2025 09:37
CatalystGap,21.03,37.98,-13.12,1.995,11.559,77.24,0.666,60,SOL-1m-8wks,11-05-2025 09:37
CatalystGap,252.11,"13,579",-19.21,1.015,1.857,5.91,3.081,87,ETH-1d-1000wks,11-05-2025 09:37
CatalystGap,25.68,547.15,-16.41,0.311,0.547,9.46,0.227,228,ETH-6h-400wks,11-05-2025 09:37
CatalystGap,64.11,957.6,-15.02,0.616,1.131,27.47,0.243,459,ETH-1h-250wks,11-05-2025 09:37
CatalystGap,6.42,15.33,-5.88,1.633,3.901,97.34,0.997,13,BTC-1m-10wks,11-05-2025 09:37
CatalystGap,44.88,"29,373",-15.26,0.453,0.699,7.16,1.206,69,BTC-1d-1000wks,11-05-2025 09:37
CatalystGap,176.84,"33,600",-19.48,0.801,1.293,22.16,0.827,268,BTC-6h-1000wks,11-05-2025 09:37
CatalystGap,186.85,"36,242",-19.48,0.839,1.364,21.91,0.873,262,BTC-6h-500wks,11-05-2025 09:37
CatalystGap,15.27,145.36,-22.69,0.443,0.736,77.17,0.174,202,BTC-5m-70wks,11-05-2025 09:37
CatalystGap,284.43,"36,115",-32.27,0.722,1.23,40.49,0.441,684,BTC-1h-500wks,11-05-2025 09:37
CatalystGap,39.89,490.65,-16.81,0.624,1.11,68.22,0.223,344,BTC-15m-150wks,11-05-2025 09:37
CatalystGap,7.28,127.77,-16.79,0.46,0.786,73.67,0.193,87,BTC-USD-15m.csv,11-05-2025 09:37
ChaikinCloud,10.45,73.38,-4.32,0.818,1.684,8.18,0.47,44,TSLA-hourly,01-10-2028 11:19
ChaikinCloud,11.87,-40.88,-3.23,1.043,3.202,6.99,0.641,36,NVDA-hourly,01-10-2028 11:19
ChaikinCloud,4.48,106.06,-4.75,0.433,0.721,7.63,0.223,41,GOOG-hourly,01-10-2028 11:19
ChaikinCloud,25.44,426.02,-9.19,0.602,1.305,5.38,0.593,82,SOL-6h-400wks,01-10-2028 11:19
ChaikinCloud,26.79,410.61,-22.94,0.427,0.929,6.61,0.121,458,SOL-1h-250wks,01-10-2028 11:19
ChaikinCloud,7.26,547.15,-18.74,0.134,0.25,5.51,0.126,140,ETH-6h-400wks,01-10-2028 11:19
ChaikinCloud,2.06,957.6,-16.04,0.046,0.083,8.39,0.014,600,ETH-1h-250wks,01-10-2028 11:19
ChannelRSIFusion,2.75,106.06,-2.08,0.608,1.478,1.92,0.768,5,GOOG-hourly,01-10-2027 16:32
ChannelRSIFusion,4.82,292.69,-4.11,0.477,0.844,2.2,17.425,1,SOL-1d-1000wks,01-10-2027 16:32
ChannelRSIFusion,3.06,426.02,-1.51,0.444,0.853,0.46,3.087,4,SOL-6h-400wks,01-10-2027 16:32
ChannelRSIFusion,18.34,410.61,-6.64,0.704,1.127,1.79,1.579,26,SOL-1h-250wks,01-10-2027 16:32
ChannelRSIFusion,2.93,730.52,-3.74,0.52,1.289,0.08,1.22,2,SOL-15m-100wks,01-10-2027 16:32
ChannelRSIFusion,6.1,"13,579",-0.94,0.555,2.817,0.25,18.169,1,ETH-1d-1000wks,01-10-2027 16:32
ChannelRSIFusion,7.8,547.15,-7.42,0.314,0.598,2.46,2.248,13,ETH-6h-400wks,01-10-2027 16:32
ChannelRSIFusion,1.03,490.65,-1.54,0.167,0.368,0.07,0.492,2,BTC-15m-150wks,01-10-2027 16:32
ChannelRSIFusion,2.43,127.77,-1.44,0.772,3.604,0.24,2.631,1,BTC-USD-15m.csv,01-10-2027 16:32
ChannelRSIFusion,3.78,106.06,-9.82,0.318,0.476,43.42,0.995,21,GOOG-hourly,01-10-2027 16:32
ChannelRSIFusion,1.77,48.21,-14.97,0.064,0.093,33.21,-0.016,148,AAPL-15m-3Y,01-10-2027 16:32
ChannelRSIFusion,77.59,"1,421",-18.07,0.5,0.792,34.15,0.173,547,AAPL-15m-12Y,01-10-2027 16:32
ChannelRSIFusion,8.85,426.02,-8.96,0.476,0.78,38.74,2.973,47,SOL-6h-400wks,01-10-2027 16:32
ChannelRSIFusion,26.13,410.61,-21.6,0.501,0.838,43.57,0.158,255,SOL-1h-250wks,01-10-2027 16:32
ChannelRSIFusion,7.31,"13,579",-6.34,0.374,0.548,33.04,7.956,24,ETH-1d-1000wks,01-10-2027 16:32
ChannelRSIFusion,4.97,547.15,-13.45,0.152,0.235,37.05,0.322,93,ETH-6h-400wks,01-10-2027 16:32
ChannelRSIFusion,4.08,"29,373",-6.27,0.193,0.286,42.72,-0.89,32,BTC-1d-1000wks,01-10-2027 16:32
ChannelRSIFusion,94.23,"36,115",-36.66,0.313,0.803,40.32,0.336,586,BTC-1h-500wks,01-10-2027 16:32
CloudConfluence,30.46,292.69,-9.56,0.635,1.129,7.88,5.268,18,SOL-1d-1000wks,01-10-2028 10:52
CloudConfluence,5.7,730.52,-3.88,0.647,1.741,0.11,1.146,5,SOL-15m-100wks,01-10-2028 10:52
CloudConfluence,137.34,"13,579",-20.77,0.514,0.885,14.25,4.24,75,ETH-1d-1000wks,01-10-2028 10:52
CloudConfluence,165.36,"29,373",-35.1,0.514,0.797,16.88,2.529,92,BTC-1d-1000wks,01-10-2028 10:52
CloudConfluence,196.88,"33,600",-24.91,0.643,1.056,5.7,1.309,106,BTC-6h-1000wks,01-10-2028 10:52
CloudConfluence,174.19,"36,242",-25.95,0.622,1.005,5.54,1.258,101,BTC-6h-500wks,01-10-2028 10:52
CloudConfluence,3.58,490.65,-3.95,0.392,1.17,0.03,1.856,2,BTC-15m-150wks,01-10-2028 10:52
CloudConfluence,5.35,127.77,-0.9,1.079,-,0.05,5.413,1,BTC-USD-15m.csv,01-10-2028 10:52
CloudConfluence,30.53,73.38,-7.94,1.44,2.902,15.7,1.085,61,TSLA-hourly,01-10-2028 10:49
CloudConfluence,5.03,106.06,-10.03,0.355,0.588,10.31,0.241,44,GOOG-hourly,01-10-2028 10:49
CloudConfluence,14.08,292.69,-8.52,0.518,0.824,17.81,2.811,42,SOL-1d-1000wks,01-10-2028 10:49
CloudConfluence,26.63,426.02,-3.85,1.137,2.36,7.51,2.656,57,SOL-6h-400wks,01-10-2028 10:49
CloudConfluence,1.37,37.98,-1,2.385,-,0.02,1.545,1,SOL-1m-8wks,01-10-2028 10:49
CloudConfluence,166.88,"13,579",-9.72,0.998,1.759,25.22,3.698,170,ETH-1d-1000wks,01-10-2028 10:49
CloudConfluence,9.42,249.6,-1.68,1.349,2.702,12.86,5.188,10,BTC-1d-100wks,01-10-2028 10:49
CloudConfluence,259.57,"29,373",-17.1,0.796,1.795,30.63,"9,253",211,BTC-1d-1000wks,01-10-2028 10:49
CloudConfluence,105,"33,600",-36.03,0.403,0.599,24.71,0.315,589,BTC-6h-1000wks,01-10-2028 10:49
CloudConfluence,99.54,"36,242",-36.01,0.393,0.583,24.9,0.311,584,BTC-6h-500wks,01-10-2028 10:49
CloudConfluence,44.51,"36,115",-35.23,0.209,0.316,5.96,0.103,734,BTC-1h-500wks,01-10-2028 10:49
CloudConfluence,15.09,490.65,-10.42,0.9,1.974,0.67,0.27,76,BTC-15m-150wks,01-10-2028 10:49
CloudConfluence,4.48,127.77,-7.03,0.722,1.366,0.88,0.168,35,BTC-USD-15m.csv,01-10-2028 10:49
CointegratedDeviation,4.05,48.21,-1.23,0.951,1.617,22.71,0.85,47,AAPL-15m-3Y,01-10-1930 09:06
CointegratedDeviation,8.62,292.69,-4.67,0.622,1.016,17.6,47.34,3,SOL-1d-1000wks,01-10-1930 09:06
CointegratedDeviation,11.8,-40.88,-8.95,0.509,1.871,58.97,1.479,49,NVDA-hourly,01-10-1930 09:05
CointegratedDeviation,4.36,106.06,-6.05,0.432,0.662,53.99,0.921,21,GOOG-hourly,01-10-1930 09:05
CointegratedDeviation,3.19,37.98,-8.26,0.544,0.971,21.65,-0.003,177,SOL-1m-8wks,01-10-1930 09:05
CointegratedDeviation,3.73,15.33,-2.01,2.748,9.76,2.56,0.342,11,BTC-1m-10wks,01-10-1930 09:05
CointegratedReversion,3.73,426.02,-1.53,0.647,1.124,4.68,2.559,18,SOL-6h-400wks,01-10-1931 12:23
CointegratedReversion,5.79,410.61,-1.81,1.06,1.59,4.11,0.661,107,SOL-1h-250wks,01-10-1931 12:23
CointegratedReversion,3.62,730.52,-1.1,1.625,2.307,2.53,0.248,180,SOL-15m-100wks,01-10-1931 12:23
CointegratedReversion,2.01,"13,579",-4.67,0.114,0.169,3.74,2.838,9,ETH-1d-1000wks,01-10-1931 12:23
CointegratedReversion,5.6,957.6,-1.53,1.194,1.806,3.9,0.511,134,ETH-1h-250wks,01-10-1931 12:23
CointegratedReversion,7.1,"29,373",-5.74,0.383,0.63,6.71,4.378,20,BTC-1d-1000wks,01-10-1931 12:23
CointegratedReversion,5.77,"33,600",-3.67,0.5,0.769,3.16,1.493,48,BTC-6h-1000wks,01-10-1931 12:23
CointegratedReversion,5.91,"36,242",-3.67,0.518,0.797,3.2,1.56,47,BTC-6h-500wks,01-10-1931 12:23
CointegratedReversion,5.67,"36,115",-1.52,0.588,0.806,3.31,0.247,287,BTC-1h-500wks,01-10-1931 12:23
CointegratedReversion,3.68,127.77,-2.96,1.033,1.567,36.13,0.679,25,BTC-USD-15m.csv,01-10-1931 12:23
CointegratedReversion,2.66,-40.88,-0.91,0.894,2.954,52.3,2.403,55,NVDA-hourly,01-10-1931 12:21
CointegratedReversion,1.74,-40.88,-0.54,1.362,2.188,4.31,4.944,7,NVDA-hourly,01-10-1931 12:10
CointegratedReversion,2.23,"13,579",-3.69,0.155,0.248,6.1,4.046,11,ETH-1d-1000wks,01-10-1931 12:10
CointegratedReversion,4.68,"36,115",-1,0.92,1.475,3.64,0.467,202,BTC-1h-500wks,01-10-1931 12:10
CointegratedReversion,2.66,-40.88,-0.91,0.894,2.954,52.3,2.403,55,NVDA-hourly,01-10-1931 12:07
CointegratedReversion,1.68,73.38,-5.41,0.26,0.38,14.44,2.467,3,TSLA-hourly,01-10-1930 09:10
CointegratedReversion,11.95,-40.88,-8.55,0.352,2.409,30.31,4.706,5,NVDA-hourly,01-10-1930 09:10
CointegratedReversion,2.03,106.06,-4.36,0.22,0.433,38.06,-1.43,2,GOOG-hourly,01-10-1930 09:10
CointegratedReversion,3.19,48.21,-12.52,0.145,0.212,26.67,0.586,22,AAPL-15m-3Y,01-10-1930 09:10
CointegratedReversion,36.64,957.6,-14.09,0.631,1.017,44.31,4.106,48,ETH-1h-250wks,01-10-1930 09:10
CointegratedReversion,7.56,15.33,-3.07,2.176,5.421,28.73,0.101,80,BTC-1m-10wks,01-10-1930 09:10
CointegratedReversion,8.71,127.77,-9.95,0.724,1.252,32.38,0.707,24,BTC-USD-15m.csv,01-10-1930 09:10
CointegratedReversion,1.36,-7.67,-2.25,1.277,2.185,26.62,0.12,6,TSLA-5m-30D,01-10-1930 09:09
CointegratedReversion,5.38,257.48,-24.3,0.13,0.198,57.63,0.093,336,ETH-15m-150wks,01-10-1930 09:09
CointegratedReversion,8.18,490.65,-25.25,0.224,0.341,57.29,0.092,366,BTC-15m-150wks,01-10-1930 09:09
CointegratedReversion,2.9,-40.88,-2.67,0.354,1.648,54.43,13.997,8,NVDA-hourly,01-10-1930 09:07
CointegratedReversion,4.42,-40.88,-1.66,0.566,4.067,28.25,46.56,2,NVDA-hourly,01-10-1930 09:06
CointegratedReversion,1.27,106.06,-0.41,1.029,3.112,2.82,11.685,1,GOOG-hourly,01-10-1930 09:06
CointegratedReversion,5.18,410.61,-7.75,0.309,0.444,31.79,-0.112,35,SOL-1h-250wks,01-10-1930 09:06
CointegratedReversion,1.17,"13,579",-0.32,0.6,1.137,2.45,53.721,1,ETH-1d-1000wks,01-10-1930 09:06
CointegratedReversion,19.61,490.65,-7.93,0.748,1.145,35.48,0.369,89,BTC-15m-150wks,01-10-1930 09:06
CointegratedReversion,4.7,-40.88,-1.68,0.59,3.943,44.06,60.258,2,NVDA-hourly,01-10-1930 09:06
CointegratedReversion,1.11,106.06,-2.6,0.296,0.455,29.67,4.924,2,GOOG-hourly,01-10-1930 09:06
CointegratedReversion,1.39,48.21,-7.52,0.107,0.154,53.16,0.182,90,AAPL-15m-3Y,01-10-1930 09:06
CointegratedReversion,2.38,"13,579",-2.74,0.213,0.331,39.75,0.887,61,ETH-1d-1000wks,01-10-1930 09:06
CointegratedReversion,2.55,73.38,-15.79,0.107,0.141,5.82,0.393,9,TSLA-hourly,01-10-2028 11:41
CointegratedReversion,4.21,292.69,-21.67,0.096,0.142,14.62,1.569,10,SOL-1d-1000wks,01-10-2028 11:41
CointegratedReversion,9.68,730.52,-13.4,0.584,0.96,0.47,0.941,13,SOL-15m-100wks,01-10-2028 11:41
CointegratedReversion,3.89,257.48,-4.3,0.879,-,0.03,2.105,2,ETH-15m-150wks,01-10-2028 11:41
CointegratedReversion,4.61,"29,373",-51.75,0.03,0.042,15.02,1.656,31,BTC-1d-1000wks,01-10-2028 11:41
CointegratedReversion,27.73,"33,600",-39.63,0.161,0.23,9.06,1.269,65,BTC-6h-1000wks,01-10-2028 11:41
CointegratedReversion,27.73,"36,242",-39.63,0.163,0.232,9.23,1.269,65,BTC-6h-500wks,01-10-2028 11:41
CointegratedReversion,24.4,"36,115",-27.58,0.226,0.349,1.51,0.771,55,BTC-1h-500wks,01-10-2028 11:41
CointegratedReversion,3.88,490.65,-3.12,0.783,-,0.04,1.964,2,BTC-15m-150wks,01-10-2028 11:41
CointegratedReversion,62.51,-300,-9.98,2.511,8.059,10.87,0,227,BTC-USD-15m.csv,01-10-2028 11:41
CointegratedReversion,15.95,73.38,-9.02,0.816,1.563,6.84,1.734,12,TSLA-hourly,01-10-2028 11:39
CointegratedReversion,23.6,292.69,-18.25,0.556,0.966,15.54,6.709,13,SOL-1d-1000wks,01-10-2028 11:39
CointegratedReversion,7.02,410.61,-45.89,0.081,0.109,5.89,0.209,110,SOL-1h-250wks,01-10-2028 11:39
CointegratedReversion,3.25,730.52,-17.48,0.159,0.203,0.67,0.21,21,SOL-15m-100wks,01-10-2028 11:39
CointegratedReversion,25.09,957.6,-16.81,0.402,0.601,2.63,0.616,55,ETH-1h-250wks,01-10-2028 11:39
CointegratedReversion,7.68,257.48,-2.27,1.169,-,0.08,2.126,4,ETH-15m-150wks,01-10-2028 11:39
CointegratedReversion,2.74,"33,600",-52.13,0.018,0.024,10.46,0.251,87,BTC-6h-1000wks,01-10-2028 11:39
CointegratedReversion,2.74,"36,242",-52.13,0.018,0.024,10.66,0.251,87,BTC-6h-500wks,01-10-2028 11:39
CointegratedReversion,48.72,"36,115",-26.45,0.349,0.533,2.03,0.94,85,BTC-1h-500wks,01-10-2028 11:39
CointegratedReversion,41.7,-50,-6.8,2.571,6.977,9.44,0,220,BTC-USD-15m.csv,01-10-2028 11:39
CointegratedReversion,15.95,73.38,-9.02,0.816,1.563,6.84,1.734,12,TSLA-hourly,01-10-2028 11:38
CointegratedReversion,23.6,292.69,-18.25,0.556,0.966,15.54,6.709,13,SOL-1d-1000wks,01-10-2028 11:38
CointegratedReversion,7.02,410.61,-45.89,0.081,0.109,5.89,0.209,110,SOL-1h-250wks,01-10-2028 11:38
CointegratedReversion,3.25,730.52,-17.48,0.159,0.203,0.67,0.21,21,SOL-15m-100wks,01-10-2028 11:38
CointegratedReversion,25.09,957.6,-16.81,0.402,0.601,2.63,0.616,55,ETH-1h-250wks,01-10-2028 11:38
CointegratedReversion,7.68,257.48,-2.27,1.169,-,0.08,2.126,4,ETH-15m-150wks,01-10-2028 11:38
CointegratedReversion,2.74,"33,600",-52.13,0.018,0.024,10.46,0.251,87,BTC-6h-1000wks,01-10-2028 11:38
CointegratedReversion,2.74,"36,242",-52.13,0.018,0.024,10.66,0.251,87,BTC-6h-500wks,01-10-2028 11:38
CointegratedReversion,48.72,"36,115",-26.45,0.349,0.533,2.03,0.94,85,BTC-1h-500wks,01-10-2028 11:38
CointegratedReversion,7.38,500,-8.15,0.856,1.349,11.04,0,723,BTC-USD-15m.csv,01-10-2028 11:38
CointegratedReversion,4.46,-40.88,-17.5,0.168,0.368,13.86,1.361,19,NVDA-hourly,01-10-2028 11:36
CointegratedReversion,17.38,292.69,-12.71,0.394,0.585,16.11,3.99,13,SOL-1d-1000wks,01-10-2028 11:36
CointegratedReversion,20.91,410.61,-26.5,0.252,0.357,11.53,0.235,206,SOL-1h-250wks,01-10-2028 11:36
CointegratedReversion,22.91,730.52,-3.95,1.668,9.704,9.42,0.221,349,SOL-15m-100wks,01-10-2028 11:36
CointegratedReversion,12.77,257.48,-3.17,1.014,"1,091",11.6,-0.044,605,ETH-15m-150wks,01-10-2028 11:36
CointegratedReversion,7.95,249.6,-4.11,0.715,1.345,6.29,8.005,3,BTC-1d-100wks,01-10-2028 11:36
