Strategy,Return %,Buy & Hold %,Max DD %,Sharpe,Sortino,Expo %,EV %,Trades,Data,Time
NicheConcentration,52.47,410.61,-18.07,0.591,1.014,22.33,0.088,693,SOL-1h-250wks,01-10-2028 11:48
NicheConcentration,9.03,730.52,-9.15,0.443,0.805,0.5,0.209,48,SOL-15m-100wks,01-10-2028 11:48
NicheConcentration,1.96,37.98,-0.74,2.335,-,0.07,2.379,1,SOL-1m-8wks,01-10-2028 11:48
NicheConcentration,37.24,"13,579",-8.88,0.56,1.141,7.81,4.844,47,ETH-1d-1000wks,01-10-2028 11:48
NicheConcentration,33.5,547.15,-16.65,0.493,0.824,25.55,0.339,258,ETH-6h-400wks,01-10-2028 11:48
NicheConcentration,28.14,257.48,-10.99,0.808,1.627,2.15,0.226,156,ETH-15m-150wks,01-10-2028 11:48
NicheConcentration,53.02,"29,373",-6.97,0.754,1.529,8.99,3.104,61,BTC-1d-1000wks,01-10-2028 11:48
NicheConcentration,180.67,"33,600",-17.56,0.832,1.509,10.66,0.698,280,BTC-6h-1000wks,01-10-2028 11:48
NicheConcentration,180.67,"36,242",-17.56,0.839,1.525,10.87,0.698,280,BTC-6h-500wks,01-10-2028 11:48
NicheConcentration,2.53,145.36,-0.75,0.843,-,0,2.704,1,BTC-5m-70wks,01-10-2028 11:48
NicheConcentration,"10,000%+","36,115",-15.01,0,11.464,1.87,"30,486",257,BTC-1h-500wks,01-10-2028 11:48
NicheConcentration,21.17,490.65,-6.24,0.87,1.833,1.08,0.307,71,BTC-15m-150wks,01-10-2028 11:48
NicheCostReversal,1.83,73.38,-5.89,0.217,0.315,12.84,0.235,34,TSLA-hourly,01-10-2028 11:41
NicheCostReversal,9.06,-40.88,-2.7,0.997,1.805,9.84,1.304,27,NVDA-hourly,01-10-2028 11:41
NicheCostReversal,2.03,22.99,-0.47,1.913,4.679,10.61,1.605,5,NQ-4h-10Y,01-10-2028 11:41
NicheCostReversal,2.03,22.99,-0.47,1.913,4.679,10.61,1.605,5,ES-4h-10Y,01-10-2028 11:41
NicheCostReversal,32.01,292.69,-2.21,0.997,4.629,1.42,12.655,11,SOL-1d-1000wks,01-10-2028 11:41
NicheCostReversal,17.61,730.52,-11.59,0.984,1.433,9.84,0.179,387,SOL-15m-100wks,01-10-2028 11:41
NicheCostReversal,18.06,"13,579",-14.17,0.305,0.487,3.06,2.726,31,ETH-1d-1000wks,01-10-2028 11:41
NicheCostReversal,37.8,"29,373",-12.8,0.621,1.175,2.96,5.55,27,BTC-1d-1000wks,01-10-2028 11:41
NicheCostReversal,44.35,"33,600",-10.74,0.611,0.974,6.78,1.445,118,BTC-6h-1000wks,01-10-2028 11:41
NicheCostReversal,36.76,"36,242",-10.74,0.536,0.837,6.76,1.289,115,BTC-6h-500wks,01-10-2028 11:41
NicheCostReversal,13.92,145.36,-5.01,1.708,2.497,9.19,0.069,769,BTC-5m-70wks,01-10-2028 11:41
NicheCostReversal,40.04,"36,115",-17.74,0.455,0.636,11.46,0.267,600,BTC-1h-500wks,01-10-2028 11:41
NicheDifferentiator,6.73,547.15,-1.57,0.501,1.44,0.21,5.265,5,ETH-6h-400wks,01-10-2028 12:16
NicheDifferentiator,20.81,957.6,-3.98,0.744,2.603,0.35,1.494,17,ETH-1h-250wks,01-10-2028 12:16
NicheDifferentiator,1.52,257.48,-10.52,0.095,0.195,0.39,0.047,61,ETH-15m-150wks,01-10-2028 12:16
NicheDifferentiator,12.07,"33,600",-5.26,0.309,1.688,0.08,3.584,5,BTC-6h-1000wks,01-10-2028 12:16
NicheDifferentiator,12.07,"36,242",-5.26,0.311,1.704,0.09,3.584,5,BTC-6h-500wks,01-10-2028 12:16
NicheDifferentiator,1.39,73.38,-3.68,0.217,0.34,2.65,0.214,7,TSLA-hourly,01-10-2028 12:12
NicheDifferentiator,1.94,106.06,-0.89,0.5,1.331,0.7,0.704,3,GOOG-hourly,01-10-2028 12:12
NicheDifferentiator,1.11,48.21,-2.52,0.163,0.295,0.81,0.078,15,AAPL-15m-3Y,01-10-2028 12:12
NicheDifferentiator,3.13,"1,421",-6.18,0.122,0.228,0.55,0.041,52,AAPL-15m-12Y,01-10-2028 12:12
NicheDifferentiator,7.84,426.02,-2.07,0.762,1.548,1.7,4.719,10,SOL-6h-400wks,01-10-2028 12:12
NicheDifferentiator,19.25,410.61,-8.12,0.78,1.675,1.12,0.572,44,SOL-1h-250wks,01-10-2028 12:12
NicheDifferentiator,8.54,547.15,-1.68,0.625,1.795,1.22,5.519,10,ETH-6h-400wks,01-10-2028 12:12
NicheDifferentiator,8.44,257.48,-7.6,0.373,0.728,1.16,0.06,163,ETH-15m-150wks,01-10-2028 12:12
NicheDifferentiator,12.56,"33,600",-8.39,0.276,0.504,0.39,1.376,15,BTC-6h-1000wks,01-10-2028 12:12
NicheDifferentiator,12.56,"36,242",-8.39,0.279,0.509,0.39,1.376,15,BTC-6h-500wks,01-10-2028 12:12
NicheDifferentiator,17.59,73.38,-9.53,0.879,2.082,4.75,0.919,22,TSLA-hourly,01-10-2028 12:09
NicheDifferentiator,1.06,106.06,-3.63,0.117,0.21,3.2,0.062,20,GOOG-hourly,01-10-2028 12:09
NicheDifferentiator,2.31,-7.67,-1.92,1.57,3.389,1.67,0.213,11,TSLA-5m-30D,01-10-2028 12:09
NicheDifferentiator,1.84,48.21,-4.41,0.153,0.248,2.4,0.021,89,AAPL-15m-3Y,01-10-2028 12:09
NicheDifferentiator,3.72,292.69,-4.37,0.223,0.333,0.85,3.359,4,SOL-1d-1000wks,01-10-2028 12:09
NicheDifferentiator,2.58,410.61,-20.02,0.047,0.079,3.6,-0.047,220,SOL-1h-250wks,01-10-2028 12:09
NicheDifferentiator,7.3,547.15,-15.4,0.132,0.222,4.51,0.106,74,ETH-6h-400wks,01-10-2028 12:09
NicheDifferentiator,12.82,"29,373",-5.34,0.24,0.509,1.3,1.958,15,BTC-1d-1000wks,01-10-2028 12:09
NicheDifferentiator,3.73,73.38,-10.78,0.205,0.397,5.68,0.076,31,TSLA-hourly,01-10-2028 12:08
NicheDifferentiator,3.19,-40.88,-8.93,0.199,0.292,4.37,0.097,28,NVDA-hourly,01-10-2028 12:08
NicheDifferentiator,2.44,106.06,-4.81,0.259,0.46,3.87,0.103,26,GOOG-hourly,01-10-2028 12:08
NicheDifferentiator,1.99,-7.67,-1.66,1.733,3.733,2.44,0.155,13,TSLA-5m-30D,01-10-2028 12:08
NicheDifferentiator,14.23,292.69,-17.53,0.314,0.591,3.34,3.446,10,SOL-1d-1000wks,01-10-2028 12:08
NicheDifferentiator,16.12,426.02,-6.89,0.599,1.207,4.53,0.675,46,SOL-6h-400wks,01-10-2028 12:08
NicheDifferentiator,33.72,547.15,-14.15,0.463,0.875,6.1,0.665,106,ETH-6h-400wks,01-10-2028 12:08
NonlinearSpread,7.26,426.02,-2.05,0.798,3.331,0.34,6.138,2,SOL-6h-400wks,01-10-2028 11:35
NonlinearSpread,2.46,547.15,-3.04,0.232,0.461,0.36,0.981,5,ETH-6h-400wks,01-10-2028 11:35
NonlinearSpread,5.58,"33,600",-2.11,0.306,0.873,0.18,0.435,13,BTC-6h-1000wks,01-10-2028 11:35
NonlinearSpread,5.58,"36,242",-2.11,0.309,0.882,0.18,0.435,13,BTC-6h-500wks,01-10-2028 11:35
NonlinearSpread,15.09,"36,115",-4.62,0.557,1.598,0.17,0.216,71,BTC-1h-500wks,01-10-2028 11:35
NonlinearSpread,2.33,490.65,-4.89,0.411,0.705,0.28,0.068,35,BTC-15m-150wks,01-10-2028 11:35
NonlinearSpread,3.79,73.38,-11.25,0.204,0.312,7.89,0.121,46,TSLA-hourly,01-10-2028 11:32
NonlinearSpread,2.02,-7.67,-3.59,1.328,3.398,4.87,0.1,21,TSLA-5m-30D,01-10-2028 11:32
NonlinearSpread,4.1,292.69,-13.32,0.105,0.175,4.33,0.776,32,SOL-1d-1000wks,01-10-2028 11:32
NonlinearSpread,4.94,249.6,-5.58,0.479,0.798,11.86,2.256,11,BTC-1d-100wks,01-10-2028 11:32
NonlinearSpread,6.13,22.99,-6.04,0.752,1.174,50.61,0.299,21,NQ-4h-10Y,01-10-2028 11:30
NonlinearSpread,6.13,22.99,-6.04,0.752,1.174,50.61,0.299,21,ES-4h-10Y,01-10-2028 11:30
NonlinearSpreadFilter,14.85,-40.88,-39.26,0.175,0.552,17.36,3.792,16,NVDA-hourly,01-10-1931 12:12
NonlinearSpreadFilter,12.55,106.06,-4.27,1.241,2.508,7.31,1.237,11,GOOG-hourly,01-10-1931 12:12
NonlinearSpreadFilter,1.05,22.99,-2.84,0.347,0.508,3.83,1.196,1,NQ-4h-10Y,01-10-1931 12:12
NonlinearSpreadFilter,1.05,22.99,-2.84,0.347,0.508,3.83,1.196,1,ES-4h-10Y,01-10-1931 12:12
NonlinearSpreadFilter,4.11,-7.67,-0.78,2.972,-,0.73,2.466,2,TSLA-5m-30D,01-10-1931 12:12
NonlinearSpreadFilter,9.76,257.48,-13.09,0.449,0.681,1.07,0.441,34,ETH-15m-150wks,01-10-1931 12:12
NonlinearSpreadFilter,41.02,"36,115",-37.58,0.262,0.392,1.91,0.867,62,BTC-1h-500wks,01-10-1931 12:12
NonlinearSpreadFilter,8.05,490.65,-6.87,0.522,0.722,0.45,0.663,16,BTC-15m-150wks,01-10-1931 12:12
NonlinearSpreadFilter,21.86,-40.88,-11.83,0.396,1.851,15.61,4.13,18,NVDA-hourly,01-10-1931 12:09
NonlinearSpreadFilter,3.98,22.99,-1.9,1.31,2.546,7.48,1.415,3,NQ-4h-10Y,01-10-1931 12:09
NonlinearSpreadFilter,3.98,22.99,-1.9,1.31,2.546,7.48,1.415,3,ES-4h-10Y,01-10-1931 12:09
NonlinearSpreadFilter,3.39,-7.67,-3.71,2.078,4.173,7.82,0.743,8,TSLA-5m-30D,01-10-1931 12:09
NonlinearSpreadFilter,23.74,48.21,-9.08,1.08,1.986,5.43,0.573,43,AAPL-15m-3Y,01-10-1931 12:09
NonlinearSpreadFilter,2.18,"1,421",-25.66,0.03,0.041,5.35,0.003,139,AAPL-15m-12Y,01-10-1931 12:09
NonlinearSpreadFilter,2.28,145.36,-1.54,0.844,-,0.01,2.496,1,BTC-5m-70wks,01-10-1931 12:09
NonlinearSpreadFilter,13.1,-40.88,-0.8,0.668,18.121,0.93,46.158,2,NVDA-hourly,01-10-1931 12:08
NonlinearSpreadFilter,13.99,"33,600",-3.89,0.669,1.725,1,4.143,11,BTC-6h-1000wks,01-10-1931 12:08
NonlinearSpreadFilter,13.6,"36,242",-3.9,0.659,1.696,0.98,4.48,10,BTC-6h-500wks,01-10-1931 12:08
NonlinearSpreadFilter,13.01,-40.88,-3.66,0.521,4.368,6.58,4.461,18,NVDA-hourly,01-10-1931 12:07
NonlinearSpreadFilter,1.12,22.99,-0.97,0.7,1.096,4.87,0.49,4,NQ-4h-10Y,01-10-1931 12:07
NonlinearSpreadFilter,1.12,22.99,-0.97,0.7,1.096,4.87,0.49,4,ES-4h-10Y,01-10-1931 12:07
NonlinearSpreadFilter,3.37,48.21,-5.72,0.229,0.379,10.42,0.077,154,AAPL-15m-3Y,01-10-1931 12:07
NonlinearSpreadFilter,11.33,-40.88,-11.6,0.291,0.892,54.22,0.44,123,NVDA-hourly,01-10-1931 12:07
NonlinearSpreadFilter,2.79,106.06,-7.16,0.285,0.406,55.77,0.087,134,GOOG-hourly,01-10-1931 12:07
NonlinearSpreadFilter,1.23,22.99,-1.59,0.601,0.878,48.17,0.258,19,NQ-4h-10Y,01-10-1931 12:07
NonlinearSpreadFilter,1.23,22.99,-1.59,0.601,0.878,48.17,0.258,19,ES-4h-10Y,01-10-1931 12:07
NonlinearSpreadFilter,60.71,730.52,-13.09,1.475,2.935,47.06,0.072,2820,SOL-15m-100wks,01-10-1931 12:07
OpeningBreakRetest,7.82,426.02,-7.41,0.228,0.373,2.55,0.283,68,SOL-6h-400wks,11-05-2025 08:40
OpeningBreakRetest,10.54,547.15,-10.33,0.275,0.433,1.93,0.179,97,ETH-6h-400wks,11-05-2025 08:40
OpeningBreakRetest,9.81,"33,600",-2.72,0.379,1.141,0.36,0.816,20,BTC-6h-1000wks,11-05-2025 08:40
OpeningBreakRetest,9.81,"36,242",-2.72,0.383,1.152,0.36,0.816,20,BTC-6h-500wks,11-05-2025 08:40
OpeningBreakRetest,"1,313","36,115",-14.88,0,15.902,0.2,"2,06,180",38,BTC-1h-500wks,11-05-2025 08:40
OpeningDriveRetrace,2.41,73.38,-1.77,0.662,0.973,7.66,18.73,1,TSLA-hourly,11-04-2025 11:09
OpeningDriveRetrace,4.59,106.06,-3.34,0.647,1.282,3.87,1.702,5,GOOG-hourly,11-04-2025 11:09
OpeningDriveRetrace,1.97,"1,421",-14.45,0.038,0.064,3.2,0.106,48,AAPL-15m-12Y,11-04-2025 11:09
OpeningDriveRetrace,1.87,410.61,-25.95,0.029,0.048,31.31,0.056,272,SOL-1h-250wks,11-04-2025 11:09
OpeningDriveRetrace,3.05,730.52,-10.17,0.222,0.398,0.97,0.03,35,SOL-15m-100wks,11-04-2025 11:09
OpeningDriveRetrace,2.13,106.06,-0.81,0.52,2.499,0.15,1.504,3,GOOG-hourly,11-04-2025 11:01
OpeningDriveRetrace,47.32,957.6,-13.71,0.852,1.688,9.71,1.099,105,ETH-1h-250wks,11-04-2025 11:01
OpeningDriveRetrace,2.21,145.36,-1.42,0.527,1.703,0.01,1.753,2,BTC-5m-70wks,11-04-2025 11:01
OpeningDriveRetrace,29.19,"36,115",-17.68,0.299,0.507,13.65,0.725,152,BTC-1h-500wks,11-04-2025 11:01
OpeningDriveRetrace,4.12,106.06,-3.9,0.604,1.376,3.87,0.495,15,GOOG-hourly,11-04-2025 10:58
OpeningDriveRetrace,4.51,145.36,-3.21,0.502,1.239,0.14,0.463,14,BTC-5m-70wks,11-04-2025 10:58
OpeningDriveRetrace,200.26,"36,115",-34.58,0.479,1.019,37.6,0.326,841,BTC-1h-500wks,11-04-2025 10:58
OperationalSelector,3.94,73.38,-10.75,0.263,0.402,47.35,0.823,26,TSLA-hourly,01-10-2028 11:47
OperationalSelector,15.78,-40.88,-6.45,0.94,1.733,61.44,2.389,32,NVDA-hourly,01-10-2028 11:47
OperationalSelector,8.9,106.06,-3.66,0.863,1.297,70.68,1.981,22,GOOG-hourly,01-10-2028 11:47
OperationalSelector,2.3,48.21,-7.18,0.173,0.239,75.59,0.11,118,AAPL-15m-3Y,01-10-2028 11:47
OperationalSelector,22.93,"1,421",-9.46,0.384,0.539,76.27,0.22,501,AAPL-15m-12Y,01-10-2028 11:47
OperationalSelector,11.18,292.69,-13.75,0.367,0.63,15.05,4.312,13,SOL-1d-1000wks,01-10-2028 11:47
OperationalSelector,52.46,426.02,-23.33,0.912,1.746,32.85,3.284,69,SOL-6h-400wks,01-10-2028 11:47
OperationalSelector,37.34,410.61,-25,0.501,0.861,61.81,0.972,187,SOL-1h-250wks,01-10-2028 11:47
OperationalSelector,21.18,730.52,-16.9,0.597,1.003,79.68,0.379,288,SOL-15m-100wks,01-10-2028 11:47
OperationalSelector,1.65,37.98,-6.26,0.839,1.358,91.81,0.034,261,SOL-1m-8wks,01-10-2028 11:47
OperationalSelector,95.72,"13,579",-19.22,0.687,1.177,25.68,8.272,49,ETH-1d-1000wks,01-10-2028 11:47
OperationalSelector,33.17,547.15,-14.93,0.389,0.583,40.02,1.651,98,ETH-6h-400wks,01-10-2028 11:47
OperationalSelector,42.69,957.6,-20.84,0.626,0.992,67.4,0.86,223,ETH-1h-250wks,01-10-2028 11:47
OperationalSelector,20.23,257.48,-11.43,0.602,0.944,81.52,0.23,430,ETH-15m-150wks,01-10-2028 11:47
OperationalSelector,2.04,249.6,-8.28,0.161,0.239,47.71,1.631,7,BTC-1d-100wks,01-10-2028 11:47
OperationalSelector,28.62,"29,373",-14.15,0.364,0.547,33.64,3.67,38,BTC-1d-1000wks,01-10-2028 11:47
OperationalSelector,53.76,"33,600",-17.7,0.534,0.778,46.83,1.719,134,BTC-6h-1000wks,01-10-2028 11:47
OperationalSelector,40.07,"36,242",-17.72,0.428,0.613,47.17,1.433,128,BTC-6h-500wks,01-10-2028 11:47
OperationalSelector,27.22,"36,115",-28.41,0.245,0.335,67.08,0.292,503,BTC-1h-500wks,01-10-2028 11:47
OperationalSelector,15.22,490.65,-11.39,0.585,0.883,84,0.179,421,BTC-15m-150wks,01-10-2028 11:47
OperationalSelector,6.42,127.77,-7.57,0.876,1.377,82.35,0.231,142,BTC-USD-15m.csv,01-10-2028 11:47
OpportunisticMaker,2.44,22.99,-1.26,1.327,1.972,18.96,0.244,53,NQ-4h-10Y,01-10-1931 12:18
OpportunisticMaker,2.44,22.99,-1.26,1.327,1.972,18.96,0.244,53,ES-4h-10Y,01-10-1931 12:18
PhasedVigor,4.55,73.38,-5.94,0.424,0.723,9.14,0.2,39,TSLA-hourly,11-08-2025 09:07
PhasedVigor,1.94,-7.67,-2.04,1.654,4.103,1.75,0.89,5,TSLA-5m-30D,11-08-2025 09:07
PhasedVigor,3.88,48.21,-3.39,0.4,0.631,1.66,0.189,37,AAPL-15m-3Y,11-08-2025 09:07
PhasedVigor,3.07,"1,421",-8.54,0.092,0.14,1.83,0.002,159,AAPL-15m-12Y,11-08-2025 09:07
PhasedVigor,14.75,292.69,-3.71,0.772,1.477,6.96,11.671,12,SOL-1d-1000wks,11-08-2025 09:07
PhasedVigor,2.38,426.02,-10.84,0.131,0.236,5.86,-0.118,54,SOL-6h-400wks,11-08-2025 09:07
PhasedVigor,4.07,730.52,-15.59,0.232,0.449,0.8,0.039,77,SOL-15m-100wks,11-08-2025 09:07
PhasedVigor,16.23,"13,579",-8.8,0.395,0.594,6.59,6.105,28,ETH-1d-1000wks,11-08-2025 09:07
PhasedVigor,33.04,957.6,-18.41,0.555,1.424,4.91,0.093,258,ETH-1h-250wks,11-08-2025 09:07
PhasedVigor,7.28,257.48,-6.83,0.42,0.784,1.08,0.129,127,ETH-15m-150wks,11-08-2025 09:07
PhasedVigor,25.14,"29,373",-7.26,0.652,1.13,6,4.087,27,BTC-1d-1000wks,11-08-2025 09:07
PhasedVigor,6.17,145.36,-1.99,1.35,7.485,0.08,0.72,11,BTC-5m-70wks,11-08-2025 09:07
PhasedVigor,8.43,490.65,-5.58,0.503,1.306,0.7,0.185,83,BTC-15m-150wks,11-08-2025 09:07
PhasedVigor,2.52,127.77,-6.22,0.335,1.172,0.59,-0.05,20,BTC-USD-15m.csv,11-08-2025 09:07
PolarityVigor,2.41,73.38,-1.22,0.913,1.716,7.43,4.454,8,TSLA-hourly,11-08-2025 09:12
PolarityVigor,3.72,48.21,-2.28,0.643,1.322,2.85,0.536,22,AAPL-15m-3Y,11-08-2025 09:12
PolarityVigor,16.69,"1,421",-4.34,0.642,1.591,2.81,0.33,80,AAPL-15m-12Y,11-08-2025 09:12
PolarityVigor,2.04,410.61,-3.65,0.256,0.696,1.06,0.745,17,SOL-1h-250wks,11-08-2025 09:12
PolarityVigor,7.61,730.52,-1.22,1.309,8.259,0.44,2.134,9,SOL-15m-100wks,11-08-2025 09:12
PolarityVigor,1.2,257.48,-3.42,0.15,0.294,1.2,0.025,43,ETH-15m-150wks,11-08-2025 09:12
PolarityVigor,4.07,145.36,-2.24,0.732,3.689,0.16,0.818,11,BTC-5m-70wks,11-08-2025 09:12
PolarityVigor,5.63,"36,115",-6.38,0.278,0.667,1.44,0.449,48,BTC-1h-500wks,11-08-2025 09:12
PolarityVigor,4.19,490.65,-3.75,0.341,1.064,0.84,0.102,35,BTC-15m-150wks,11-08-2025 09:12
PolarizedStrength,4.63,957.6,-1.1,0.51,2.213,0.28,1.418,9,ETH-1h-250wks,11-08-2025 09:23
PolarizedStrength,1.22,257.48,-1.56,0.299,0.771,0.19,0.222,39,ETH-15m-150wks,11-08-2025 09:23
PolarizedStrength,2,"36,115",-4.18,0.179,0.238,0.25,0.268,43,BTC-1h-500wks,11-08-2025 09:23
PolarizedStrength,3.33,426.02,-2.94,0.287,0.547,0.13,3.525,3,SOL-6h-400wks,11-08-2025 09:21
PolarizedStrength,5.37,547.15,-2.58,0.368,1.011,0.16,0.409,4,ETH-6h-400wks,11-08-2025 09:21
PolarizedStrength,6.31,957.6,-1.24,0.48,"2,863",0.34,0.28,22,ETH-1h-250wks,11-08-2025 09:21
PolarizedStrength,7.33,"29,373",-2.33,0.32,0.808,0.23,4.632,2,BTC-1d-1000wks,11-08-2025 09:21
PolarizedStrength,10.53,73.38,-8.83,0.786,1.585,3.32,1.342,14,TSLA-hourly,11-08-2025 09:20
PolarizedStrength,2.99,-40.88,-5.97,0.375,0.633,4.08,-1.29,12,NVDA-hourly,11-08-2025 09:20
PolarizedStrength,12.33,426.02,-2.45,0.81,1.712,1.16,4.045,9,SOL-6h-400wks,11-08-2025 09:20
PolarizedStrength,3.58,547.15,-8.92,0.179,0.273,0.88,0.994,11,ETH-6h-400wks,11-08-2025 09:20
PolarizedStrength,1.64,957.6,-9.6,0.06,0.098,1.39,0.121,74,ETH-1h-250wks,11-08-2025 09:20
PolarizedStrength,10.08,"29,373",-2.09,0.379,0.924,0.54,2.752,6,BTC-1d-1000wks,11-08-2025 09:20
PolarizedStrength,12.9,"33,600",-7.6,0.281,0.662,0.99,1.342,25,BTC-6h-1000wks,11-08-2025 09:20
PolarizedStrength,12.9,"36,242",-7.6,0.284,0.669,1.01,1.342,25,BTC-6h-500wks,11-08-2025 09:20
PolarizedStrength,1.13,73.38,-1.05,0.395,1.027,0.61,1.317,2,TSLA-hourly,11-08-2025 09:20
PolarizedStrength,3.07,106.06,-1.19,1.085,3.073,0.64,1.122,4,GOOG-hourly,11-08-2025 09:20
PolarizedStrength,2.41,-7.67,-0.55,3.019,-,0.81,0.891,3,TSLA-5m-30D,11-08-2025 09:20
PolarizedStrength,1.86,48.21,-0.12,0.572,"26,938",0.46,0.172,15,AAPL-15m-3Y,11-08-2025 09:20
PolarizedStrength,2.41,426.02,-0.94,0.577,1.194,0.33,6.826,3,SOL-6h-400wks,11-08-2025 09:20
PolarizedStrength,1.22,547.15,-1.72,0.221,0.398,0.29,0.375,5,ETH-6h-400wks,11-08-2025 09:20
PolarizedStrength,2.23,"29,373",-0.84,0.31,0.753,0.31,2.907,3,BTC-1d-1000wks,11-08-2025 09:20
PolarizedStrength,20.98,"33,600",-4.83,0.586,2.127,0.39,3.391,11,BTC-6h-1000wks,11-08-2025 09:20
PolarizedStrength,20.98,"36,242",-4.83,0.592,2.148,0.39,3.391,11,BTC-6h-500wks,11-08-2025 09:20
PolarizedStrength,4.16,"33,600",-3,0.242,0.376,5.49,0.117,107,BTC-6h-1000wks,11-08-2025 09:19
PolarizedStrength,4.31,"36,242",-3,0.262,0.415,5.41,0.121,103,BTC-6h-500wks,11-08-2025 09:19
RSIConfirmedCrossover,1.82,48.21,-0.76,0.596,1.626,0.52,0.56,3,AAPL-15m-3Y,01-10-2028 09:43
RSIConfirmedCrossover,9.85,"1,421",-1.79,0.622,1.373,1.2,1.042,18,AAPL-15m-12Y,01-10-2028 09:43
RSIConfirmedCrossover,1.59,426.02,-0.84,0.584,1.088,0.93,10.571,2,SOL-6h-400wks,01-10-2028 09:43
RSIConfirmedCrossover,2.74,730.52,-0.83,0.622,2.487,0.09,3.453,4,SOL-15m-100wks,01-10-2028 09:43
RSIFilteredBreakout,9.4,-40.88,-3.91,0.955,1.735,5.47,1.718,11,NVDA-hourly,01-10-2028 10:49
RSIFilteredBreakout,2.58,106.06,-3.39,0.341,0.519,5.85,0.189,9,GOOG-hourly,01-10-2028 10:49
RSIFilteredBreakout,2.97,22.99,-0.91,1.499,3.16,11.13,3.774,1,NQ-4h-10Y,01-10-2028 10:49
RSIFilteredBreakout,2.97,22.99,-0.91,1.499,3.16,11.13,3.774,1,ES-4h-10Y,01-10-2028 10:49
RSIFilteredBreakout,11.88,48.21,-4.41,0.996,2.586,2.88,1.19,12,AAPL-15m-3Y,01-10-2028 10:49
RSIFilteredBreakout,5.89,"1,421",-13.53,0.154,0.25,1.92,0.234,39,AAPL-15m-12Y,01-10-2028 10:49
RSIFilteredBreakout,4.69,292.69,-3.12,0.446,0.827,4.68,4.59,8,SOL-1d-1000wks,01-10-2028 10:49
RSIFilteredBreakout,17.06,426.02,-12.44,0.701,1.236,14.17,3.764,32,SOL-6h-400wks,01-10-2028 10:49
RSIFilteredBreakout,62.26,410.61,-11.68,0.886,1.784,16.04,0.669,200,SOL-1h-250wks,01-10-2028 10:49
RSIFilteredBreakout,17.78,730.52,-21.57,0.463,0.93,3.82,0.201,104,SOL-15m-100wks,01-10-2028 10:49
RSIFilteredBreakout,24.48,"13,579",-6.4,0.873,1.493,5.82,10.035,17,ETH-1d-1000wks,01-10-2028 10:49
RSIFilteredBreakout,38.22,547.15,-5.54,0.928,1.724,11.73,3.589,54,ETH-6h-400wks,01-10-2028 10:49
RSIFilteredBreakout,10.02,957.6,-23.36,0.169,0.29,14.12,0.057,214,ETH-1h-250wks,01-10-2028 10:49
RSIFilteredBreakout,8.94,"29,373",-7.78,0.287,0.457,6.34,0.15,17,BTC-1d-1000wks,01-10-2028 10:49
RSIFilteredBreakout,15.23,"33,600",-22.22,0.232,0.32,4.88,0.139,57,BTC-6h-1000wks,01-10-2028 10:49
RSIFilteredBreakout,11.19,"36,242",-22.22,0.178,0.241,4.92,0.04,56,BTC-6h-500wks,01-10-2028 10:49
RSIFilteredBreakout,7.88,127.77,-4.96,0.908,1.709,2.59,0.669,17,BTC-USD-15m.csv,01-10-2028 10:49
RSIFilteredBreakout,19.6,-40.88,-3.26,1.913,4.272,14.97,2.683,25,NVDA-hourly,01-10-2028 10:47
RSIFilteredBreakout,8.13,106.06,-2.74,1.202,2.808,9.46,1.158,17,GOOG-hourly,01-10-2028 10:47
RSIFilteredBreakout,29.54,"1,421",-14.81,0.394,0.726,10.9,0.078,543,AAPL-15m-12Y,01-10-2028 10:47
RSIFilteredBreakout,9.26,292.69,-8.22,0.549,1.006,16.54,20.632,14,SOL-1d-1000wks,01-10-2028 10:47
RSIFilteredBreakout,24.3,426.02,-7.95,0.998,2.044,13.53,3.173,59,SOL-6h-400wks,01-10-2028 10:47
RSIFilteredBreakout,63.49,410.61,-14.55,0.911,2.293,14.75,0.325,395,SOL-1h-250wks,01-10-2028 10:47
RSIFilteredBreakout,43.52,"13,579",-5.69,0.737,1.259,20.56,21.256,29,ETH-1d-1000wks,01-10-2028 10:47
RSIFilteredBreakout,52.29,547.15,-5.61,1.004,2.115,12.43,2.704,93,ETH-6h-400wks,01-10-2028 10:47
RSIFilteredBreakout,13.56,957.6,-23.29,0.256,0.537,13.23,0.126,427,ETH-1h-250wks,01-10-2028 10:47
RSIFilteredBreakout,19.92,257.48,-18.68,0.318,0.81,11.26,0.035,869,ETH-15m-150wks,01-10-2028 10:47
RSIFilteredBreakout,5.79,249.6,-2.83,0.965,1.91,16,4.318,7,BTC-1d-100wks,01-10-2028 10:47
RSIFilteredBreakout,43.84,"29,373",-7.46,0.748,1.196,17.98,7.277,31,BTC-1d-1000wks,01-10-2028 10:47
RSIFilteredBreakout,79.06,"33,600",-13.14,0.966,1.693,14.91,1.976,105,BTC-6h-1000wks,01-10-2028 10:47
RSIFilteredBreakout,75.12,"36,242",-13.13,0.946,1.648,14.86,1.953,102,BTC-6h-500wks,01-10-2028 10:47
RSIFilteredBreakout,314.81,"36,115",-20.6,0.916,2.111,15.9,0.332,710,BTC-1h-500wks,01-10-2028 10:47
RegressionBreakout,2.77,73.38,-4.84,0.284,0.391,22.95,0.361,56,TSLA-hourly,01-10-2027 16:37
RegressionBreakout,1.01,"1,421",-16.17,0.017,0.028,11.75,-0.009,609,AAPL-15m-12Y,01-10-2027 16:37
